-9.5169,0.085003,-1.8555,-0.087912,-0.062794,0.71534,-9.9569,0.35306,0.56772,-0.80863,-0.52849,0.01305,0.18336,-0.43499,-6.9199,-3.0,5.9958,-0.062745,-0.76591,0.56681,0.72706,0.89301,-0.71641,2
-9.4121,-0.10338,-2.104,-0.083726,-0.050235,0.67154,-9.7199,0.29156,0.56772,-0.80863,-0.52849,0.37005,0.54676,-0.30147,-7.1745,-2.7294,6.0614,-0.062745,-0.76591,0.56681,0.90847,1.0799,0.0073701,2
-9.5999,0.19624,-1.9508,-0.087912,-0.050235,0.72292,-9.7895,0.25734,0.56772,-0.80863,-0.52849,0.18939,0.36508,-0.29604,-7.085,-2.8787,6.1269,-0.078431,-0.7577,0.5431,0.72714,0.90023,0.0055405,2
-9.4654,0.038107,-2.165,-0.087912,-0.062794,0.56117,-9.798,0.40113,0.60482,-0.81614,-0.53045,0.36583,0.91377,-0.16075,-7.2119,-2.6904,5.9592,-0.078431,-0.7577,0.5431,0.90672,0.90568,0.7311,2
-9.5435,-0.097654,-1.7983,-0.10884,-0.07954,0.50075,-9.9272,0.3524,0.60482,-0.81614,-0.53045,0.01316,0.55033,-0.43867,-7.051,-2.7704,5.9552,-0.078431,-0.7577,0.5431,0.54395,0.53547,-0.35549,2
-9.4979,0.14585,-1.8606,-0.1214,-0.092098,0.63332,-9.8072,0.46389,0.60482,-0.81614,-0.53045,0.017381,0.18331,-0.57938,-7.1742,-2.7096,6.0416,-0.078431,-0.7577,0.5431,0.36077,0.17072,-0.71651,2
-9.1731,0.068148,-1.8465,-0.11303,-0.087912,0.79711,-9.8167,0.50672,0.59184,-0.81051,-0.53831,0.37005,0.54676,-0.30147,-7.2174,-2.6487,6.128,-0.07451,-0.75359,0.56897,0.54399,0.53908,0.005489,2
-9.3719,-0.094362,-1.9559,-0.096285,-0.07954,0.77453,-9.8189,0.28763,0.59184,-0.81051,-0.53831,0.37005,0.54676,-0.30147,-7.0705,-3.1095,6.0529,-0.07451,-0.75359,0.56897,0.54406,0.5463,0.72744,2
-9.7166,-0.028425,-1.8236,-0.1214,-0.10466,0.73393,-9.8087,0.31899,0.59184,-0.81051,-0.53831,0.012995,-0.00012995,-0.43316,-7.1969,-2.9911,5.8921,-0.07451,-0.75359,0.56897,0.5458,0.72053,0.0037108,2
-9.4704,-0.21677,-1.9353,-0.11722,-0.092098,0.80835,-10.046,0.3808,0.59184,-0.81051,-0.53831,0.37444,0.7302,-0.44769,-7.0138,-2.8791,6.0852,-0.088235,-0.76591,0.55819,0.54766,0.90559,0.36291,2
-9.6073,0.063284,-1.7943,-0.12977,-0.083726,0.70433,-9.7077,0.52166,0.59926,-0.82552,-0.53045,0.37005,0.54676,-0.30147,-7.285,-2.799,6.0996,-0.088235,-0.76591,0.55819,0.72714,0.90023,0.0055405,2
-9.4947,-0.014117,-2.0223,-0.1214,-0.07954,0.81515,-9.8191,0.2672,0.59926,-0.82552,-0.53045,0.1981,0.54848,-0.58665,-7.0754,-2.5995,6.0471,-0.088235,-0.76591,0.55819,0.9085,1.0835,0.36835,2
-9.6683,0.082122,-1.7189,-0.10884,-0.083726,0.83777,-9.9969,0.31062,0.59926,-0.82552,-0.53045,0.017437,0.3668,-0.58122,-7.2669,-2.8814,5.8559,-0.088235,-0.76591,0.55819,0.7271,0.89662,-0.35544,2
-9.6986,0.083712,-1.9083,-0.11303,-0.07954,0.55969,-9.8395,0.21154,0.58998,-0.80675,-0.54813,0.017437,0.3668,-0.58122,-7.1036,-2.7297,6.0302,-0.068627,-0.76181,0.57974,0.36625,0.71868,-0.36087,2
-9.6155,-0.034457,-2.1294,-0.11303,-0.075353,0.75309,-9.7099,0.29287,0.58998,-0.80675,-0.54813,0.37005,0.54676,-0.30147,-7.3155,-2.6493,6.0654,-0.068627,-0.76181,0.57974,0.90847,1.0799,0.0073701,2
-9.6165,0.015572,-2.0828,-0.10047,-0.062794,0.67299,-9.7184,0.43748,0.58998,-0.80675,-0.54813,0.18939,0.36508,-0.29604,-7.0531,-2.7199,6.0098,-0.068627,-0.76181,0.57974,0.54762,0.90198,0.0019325,2
-9.493,-0.095888,-1.9244,-0.10466,-0.083726,0.63202,-9.8786,0.26239,0.58256,-0.81051,-0.53831,0.013105,0.36684,-0.43683,-7.2506,-2.8005,5.9537,-0.078431,-0.7577,0.54957,0.54758,0.89837,-0.35904,2
-9.4139,-0.013205,-2.0328,-0.096285,-0.062794,0.60337,-9.8766,0.46012,0.58256,-0.81051,-0.53831,0.18944,0.54856,-0.29787,-7.2611,-2.9199,6.0103,-0.078431,-0.7577,0.54957,0.54943,1.0834,0.00015432,2
-9.6171,0.046999,-2.1958,-0.10047,-0.071167,0.71403,-9.8182,0.35998,0.58256,-0.81051,-0.53831,0.37439,0.54671,-0.44586,-7.2331,-2.6103,5.9737,-0.078431,-0.7577,0.54957,0.54762,0.90198,0.0019325,2
-9.5589,0.16574,-1.8903,-0.11722,-0.062794,0.65145,-9.8296,0.21295,0.58256,-0.81051,-0.53831,0.36578,0.73029,-0.15892,-7.234,-2.6997,6.0317,-0.078431,-0.7577,0.54957,0.36444,0.53723,-0.35909,2
-9.7714,0.18506,-2.0149,-0.096285,-0.062794,0.63308,-9.8475,0.39937,0.60111,-0.80675,-0.53438,0.37439,0.54671,-0.44586,-7.3269,-2.6887,6.126,-0.078431,-0.7577,0.54957,0.17944,-0.0089779,-0.71834,2
-9.6296,0.16629,-2.0166,-0.10466,-0.07954,0.46724,-9.7101,0.27959,0.60111,-0.80675,-0.53438,0.017381,0.18331,-0.57938,-7.0517,-2.8101,5.9949,-0.078431,-0.7577,0.54957,-7.2188e-05,-0.0072188,-0.72195,2
-9.0293,-0.050677,-1.9414,-0.092098,-0.062794,0.69197,-9.8199,0.19301,0.60111,-0.80675,-0.53438,0.555,0.54491,-0.44945,-7.1926,-2.8696,6.044,-0.078431,-0.7577,0.54957,0.36266,0.35939,0.0036593,2
-9.4852,0.015097,-1.9039,-0.054422,-0.025118,0.61167,-9.8185,0.32769,0.60297,-0.81051,-0.54224,0.19805,0.36499,-0.58481,-7.2989,-2.8907,5.9284,-0.090196,-0.76591,0.55388,0.18122,0.16887,-1.0811,2
-9.618,0.093453,-1.7916,0.041863,0.062794,0.62207,-9.8283,0.33772,0.60297,-0.81051,-0.54224,0.20238,0.36495,-0.7292,-7.0317,-2.9197,6.0311,-0.090196,-0.76591,0.55388,0.35711,-0.1958,-1.0739,2
-9.7401,0.13502,-2.03,0.0,0.016745,0.7238,-9.9586,0.17597,0.60297,-0.81051,-0.54224,0.19377,0.54852,-0.44226,-7.0409,-2.91,6.0003,-0.090196,-0.76591,0.55388,0.36077,0.17072,-0.71651,2
-9.7215,0.21478,-1.907,-0.075353,-0.025118,0.77562,-9.8778,0.33678,0.60297,-0.81051,-0.54224,0.19377,0.54852,-0.44226,-7.1631,-2.7498,6.0188,-0.072549,-0.75565,0.55388,0.36259,0.35217,-0.71829,2
-9.6591,0.1271,-2.1675,-0.10466,-0.071167,0.66259,-9.9286,0.20811,0.59369,-0.81989,-0.53831,0.37005,0.54676,-0.30147,-7.1179,-2.7682,6.1845,-0.072549,-0.75565,0.55388,0.18496,0.5426,-0.0017268,2
-9.4156,0.074134,-1.6775,-0.10884,-0.066981,0.67132,-9.6201,0.36946,0.59369,-0.81989,-0.53831,0.1981,0.54848,-0.58665,-7.1392,-2.7611,5.8932,-0.072549,-0.75565,0.55388,0.36077,0.17072,-0.71651,2
-9.506,0.046111,-1.9958,-0.041863,0.012559,0.72294,-9.8795,0.1695,0.59369,-0.81989,-0.53831,0.017437,0.3668,-0.58122,-7.2624,-2.8098,6.0158,-0.072549,-0.75565,0.55388,-0.0019228,-0.19228,-1.0811,2
-9.3933,-0.033604,-1.9925,1.8545,1.3271,0.44971,-9.8372,0.43972,0.59555,-0.7955,-0.54224,0.19372,0.36504,-0.44043,-7.1571,-2.7286,6.1448,-0.072549,-0.76386,0.54095,0.36077,0.17072,-0.71651,2
-9.8237,0.27347,-1.8175,0.33072,0.25118,0.73312,-9.6795,0.36711,0.59555,-0.7955,-0.54224,0.19372,0.36504,-0.44043,-7.0918,-2.83,6.0043,-0.072549,-0.76386,0.54095,0.0017062,0.17062,-1.0847,2
-9.2943,0.068094,-1.9623,-0.046049,-0.041863,0.67407,-10.007,0.25637,0.59555,-0.7955,-0.54224,-0.16312,0.55209,-0.57946,-7.1513,-2.8501,5.9929,-0.072549,-0.76386,0.54095,0.18126,0.17247,-0.72012,2
-9.711,0.19471,-1.9088,-0.15489,-0.10884,0.65261,-9.9084,0.25069,0.60111,-0.81989,-0.52849,0.37005,0.54676,-0.30147,-6.9826,-2.6503,5.9717,-0.088235,-0.76386,0.55603,0.36447,0.54084,0.0018811,2
-9.5069,0.094773,-1.8125,-0.15071,-0.10047,0.78585,-9.9578,0.25997,0.60111,-0.81989,-0.52849,0.19383,0.73201,-0.4441,-6.915,-2.799,6.0996,-0.088235,-0.76386,0.55603,0.54392,0.53186,-0.71646,2
-9.2403,-0.10535,-1.7358,-0.15071,-0.11303,0.63395,-9.7966,0.53734,0.60111,-0.81989,-0.52849,0.37005,0.54676,-0.30147,-7.0112,-2.8302,5.9835,-0.088235,-0.76386,0.55603,0.72532,0.71877,0.0073187,2
-9.4537,-0.042196,-2.2038,-0.14233,-0.10047,0.71694,-10.015,0.45432,0.60111,-0.81989,-0.52849,0.37005,0.54676,-0.30147,-6.9963,-2.6889,6.1051,-0.088235,-0.76386,0.55603,0.54766,0.90559,0.36291,2
-9.3757,0.098082,-2.0122,-0.1214,-0.092098,0.64486,-9.9359,0.46799,0.5807,-0.81614,-0.54028,0.017437,0.3668,-0.58122,-7.2344,-2.7195,6.0515,-0.068627,-0.77002,0.55172,0.36625,0.71868,-0.36087,2
-9.4852,0.015412,-1.9355,-0.083726,-0.071167,0.68492,-9.8567,0.47235,0.5807,-0.81614,-0.54028,0.37005,0.54676,-0.30147,-7.3545,-2.7095,6.052,-0.068627,-0.77002,0.55172,0.36629,0.72229,0.00010288,2
-9.7523,0.24244,-1.6729,-0.054422,-0.020931,0.66167,-9.6895,0.35547,0.5807,-0.81614,-0.54028,0.1895,0.73205,-0.29971,-7.1559,-2.719,6.1036,-0.068627,-0.77002,0.55172,0.54392,0.53186,-0.71646,2
-9.4371,0.13626,-1.8509,-0.037677,-0.0041863,0.71224,-9.74,0.25971,0.59926,-0.80675,-0.52456,-0.34373,0.5539,-0.57586,-7.1406,-2.7506,5.9354,-0.078431,-0.75975,0.56897,0.36444,0.53723,-0.35909,2
-9.5962,0.013356,-1.8409,-0.029304,0.012559,0.57123,-9.7381,0.44589,0.59926,-0.80675,-0.52456,0.36578,0.73029,-0.15892,-7.1604,-2.7607,5.9349,-0.078431,-0.75975,0.56897,0.54766,0.90559,0.36291,2
-9.468,0.1657,-1.7956,0.020931,0.03349,0.76453,-9.5987,0.52771,0.59926,-0.80675,-0.52456,0.1895,0.73205,-0.29971,-7.2697,-2.8207,5.9319,-0.078431,-0.75975,0.56897,0.54758,0.89837,-0.35904,2
-9.5831,-0.13568,-2.0754,0.075353,0.062794,0.61171,-9.8885,0.26169,0.59926,-0.80675,-0.52456,0.36583,0.91377,-0.16075,-7.25,-2.7408,5.915,-0.078431,-0.75975,0.56897,0.54395,0.53547,-0.35549,2
-9.43,0.28971,-2.0371,0.20513,0.16327,0.62199,-9.7984,0.36005,0.57885,-0.81426,-0.53635,0.37444,0.7302,-0.44769,-7.2499,-2.8904,5.9596,-0.070588,-0.77002,0.56034,-0.00010828,-0.010828,-1.0829,2
-9.5739,0.40979,-2.0684,0.19257,0.15071,0.53903,-9.7797,0.24557,0.57885,-0.81426,-0.53635,0.017437,0.3668,-0.58122,-7.2226,-2.7101,5.9895,-0.070588,-0.77002,0.56034,-0.0019228,-0.19228,-1.0811,2
-9.536,0.031306,-2.5656,0.062794,0.066981,0.84792,-9.9469,0.35488,0.57885,-0.81426,-0.53635,0.555,0.54491,-0.44945,-6.8744,-2.7992,6.0788,-0.070588,-0.77002,0.56034,0.17944,-0.0089779,-0.71834,2
-9.863,0.22283,-1.8431,-0.041863,-0.0083726,0.74801,-9.9748,0.53999,0.59926,-0.81051,-0.53831,0.19805,0.36499,-0.58481,-7.1294,-2.771,5.9031,-0.072549,-0.75359,0.55388,-7.2188e-05,-0.0072188,-0.72195,2
-9.2843,0.075446,-1.6774,-0.075353,-0.050235,0.86603,-9.7492,0.32328,0.59926,-0.81051,-0.53831,-0.15879,0.55205,-0.72385,-7.2359,-2.6691,6.0853,-0.072549,-0.75359,0.55388,0.36081,0.17432,-0.35554,2
-9.6286,0.11574,-2.0106,-0.083726,-0.016745,0.63152,-9.7491,0.34178,0.59926,-0.81051,-0.53831,0.37444,0.7302,-0.44769,-7.2044,-2.849,6.0971,-0.072549,-0.75359,0.55388,-0.00010828,-0.010828,-1.0829,2
-9.4098,0.28823,-1.8688,-0.03349,-0.025118,0.77475,-9.8087,0.3194,0.59926,-0.81051,-0.53831,0.017492,0.55028,-0.58305,-7.1614,-2.7005,5.9483,-0.072549,-0.75359,0.55388,0.54392,0.53186,-0.71646,2
-9.4655,0.044937,-1.8381,-0.071167,-0.037677,0.82575,-9.7287,0.39682,0.60111,-0.81801,-0.5167,0.37005,0.54676,-0.30147,-6.9011,-2.5677,6.2258,-0.080392,-0.76797,0.55172,0.5458,0.72053,0.0037108,2
-9.4168,0.13467,-1.6721,-0.075353,-0.0083726,0.71338,-9.6188,0.49494,0.60111,-0.81801,-0.5167,0.37005,0.54676,-0.30147,-7.1508,-2.7306,5.9364,-0.080392,-0.76797,0.55172,0.5458,0.72053,0.0037108,2
-9.7609,0.1653,-2.0483,-0.075353,-0.046049,0.72368,-9.7487,0.37397,0.60111,-0.81801,-0.5167,0.013105,0.36684,-0.43683,-7.1983,-2.8112,5.8803,-0.080392,-0.76797,0.55172,0.18311,0.35754,-0.36092,2
-9.6352,-0.05589,-2.0261,-0.071167,-0.029304,0.66244,-9.9788,0.1431,0.60111,-0.81051,-0.52063,0.3615,0.91382,-0.016368,-7.1003,-2.8006,5.9433,-0.088235,-0.76797,0.55172,0.54584,0.72414,0.36469,2
-9.6619,0.26563,-1.8814,-0.083726,-0.041863,0.77528,-9.9082,0.27276,0.60111,-0.81051,-0.52063,0.01316,0.55033,-0.43867,-7.2137,-2.9423,5.7696,-0.088235,-0.76797,0.55172,0.54577,0.71692,-0.35726,2
-9.4819,0.35699,-1.7468,-0.087912,-0.050235,0.64319,-9.8376,0.39997,0.60111,-0.81051,-0.52063,0.017492,0.55028,-0.58305,-7.2827,-2.7798,6.0173,-0.088235,-0.76797,0.55172,0.18307,0.35393,-0.7219,2
-9.6693,0.6379,-1.7426,-0.10047,-0.050235,0.64253,-9.9983,0.17318,0.60668,-0.81614,-0.54224,0.37011,0.73024,-0.3033,-7.1212,-2.7205,5.9473,-0.088235,-0.76797,0.55172,0.36081,0.17432,-0.35554,2
-9.7384,0.052934,-1.9005,-0.10047,-0.083726,0.74328,-9.7295,0.31262,0.60668,-0.81614,-0.54224,0.37011,0.73024,-0.3033,-7.1837,-2.939,6.1031,-0.082353,-0.77618,0.55603,0.36259,0.35217,-0.71829,2
-9.6181,0.096081,-2.0545,-0.10466,-0.071167,0.66207,-9.8191,0.26566,0.60668,-0.81614,-0.54224,0.37011,0.73024,-0.3033,-7.178,-2.8113,5.8699,-0.082353,-0.77618,0.55603,0.18311,0.35754,-0.36092,2
-9.4978,0.14364,-1.6397,-0.096285,-0.058608,0.72394,-9.7985,0.35065,0.60668,-0.81614,-0.54224,0.37,0.36327,-0.29963,-7.2778,-2.7416,5.8421,-0.082353,-0.77618,0.55603,0.36259,0.35217,-0.71829,2
-9.3743,0.027032,-1.9765,-0.11303,-0.083726,0.76315,-9.7601,0.22796,0.5807,-0.82364,-0.51866,0.021768,0.36675,-0.7256,-7.2297,-2.9104,5.9586,-0.076471,-0.78029,0.56466,0.36077,0.17072,-0.71651,2
-9.1742,0.12585,-1.5571,-0.10047,-0.071167,0.7033,-9.8287,0.29685,0.5807,-0.82364,-0.51866,0.37439,0.54671,-0.44586,-7.1619,-2.8499,6.0138,-0.076471,-0.78029,0.56466,0.36081,0.17432,-0.35554,2
-9.579,0.16459,-1.7957,-0.092098,-0.054422,0.83793,-9.9367,0.38654,0.5807,-0.82364,-0.51866,0.1981,0.54848,-0.58665,-7.2844,-2.6298,6.0248,-0.076471,-0.78029,0.56466,0.54207,0.3468,-1.0757,2
-9.384,0.0055951,-1.8627,-0.10466,-0.066981,0.81625,-9.738,0.45876,0.58627,-0.803,-0.54028,0.20244,0.54843,-0.73103,-7.2358,-2.6492,6.0759,-0.076471,-0.78029,0.56466,0.18126,0.17247,-0.72012,2
-9.4775,0.13691,-1.9561,-0.10047,-0.066981,0.87929,-9.9062,0.47182,0.58627,-0.803,-0.54028,0.19816,0.73196,-0.58848,-7.3808,-2.6509,5.9091,-0.086275,-0.76181,0.55172,-0.0019589,-0.19589,-1.4421,2
-9.7607,0.15573,-2.1018,-0.096285,-0.050235,0.60283,-9.8971,0.38617,0.58627,-0.803,-0.54028,0.18944,0.54856,-0.29787,-7.0259,-2.719,6.1036,-0.086275,-0.76181,0.55172,-0.0055518,-0.55519,-1.0776,2
-9.6241,-0.10603,-2.0516,-0.092098,-0.092098,0.64257,-9.8382,0.33743,0.58627,-0.803,-0.54028,0.37005,0.54676,-0.30147,-7.0797,-2.6878,6.2198,-0.086275,-0.76181,0.55172,0.18311,0.35754,-0.36092,2
-9.7433,0.29751,-2.1206,-0.096285,-0.054422,0.58977,-9.75,0.24756,0.60482,-0.81614,-0.54028,0.19383,0.73201,-0.4441,-7.0549,-2.7791,6.0902,-0.078431,-0.75565,0.55603,0.18126,0.17247,-0.72012,2
-9.4054,0.065512,-1.8152,-0.092098,-0.058608,0.60347,-9.8765,0.47054,0.60482,-0.81614,-0.54028,0.19372,0.36504,-0.44043,-7.1794,-2.8474,6.2639,-0.078431,-0.75565,0.55603,-7.2188e-05,-0.0072188,-0.72195,2
-9.4748,0.0036356,-1.7576,-0.092098,-0.058608,0.57105,-10.048,0.11788,0.60482,-0.81614,-0.54028,0.021713,0.18327,-0.72377,-7.1743,-2.6996,6.0421,-0.078431,-0.75565,0.55603,0.18133,0.17969,0.0018297,2
-9.5831,0.36649,-1.7881,-0.062794,-0.050235,0.56025,-9.7989,0.30732,0.60111,-0.80113,-0.53242,0.18072,0.36517,-0.0072661,-7.2226,-2.7101,5.9895,-0.078431,-0.75565,0.55603,0.18496,0.5426,-0.0017268,2
-9.6449,-0.077432,-1.9017,-0.096285,-0.066981,0.63142,-9.8592,0.22169,0.60111,-0.80113,-0.53242,0.021823,0.55024,-0.72744,-7.143,-2.8927,5.7304,-0.07451,-0.76797,0.55388,0.18129,0.17608,-0.35915,2
-9.531,-0.21653,-2.0195,-0.087912,-0.062794,0.57057,-9.7788,0.33968,0.60111,-0.80113,-0.53242,0.37005,0.54676,-0.30147,-7.1172,-2.9312,5.8847,-0.07451,-0.76797,0.55388,0.36259,0.35217,-0.71829,2
-9.6579,0.064251,-1.9416,-0.092098,-0.050235,0.79699,-9.9468,0.36479,0.60111,-0.80113,-0.53242,0.1981,0.54848,-0.58665,-7.2178,-2.8512,5.8783,-0.07451,-0.76797,0.55388,0.18311,0.35754,-0.36092,2
